Ship,BuildingYear,BuildingYard,Owner,Operator,Length,Breadth,Draft,GT,Mashinery,Flag,Notes
'M/F Mega Regina','1985 / 2000','Wärtsilä Åbo, Finland (#1286)','Forship Spa','Corsica Ferries / Sardinia Ferries','175,7 m / 176,9 m','29,01 m','6,52 m','37.799 / 37.860','4 * Wärtsilä SEMT Pielstick 12 PC 2-6V','Italy','Interior - Mariella http://www.ferry-site.dk/8320573.htm'
'M/F Mega Smeralda','1985 / 2005','Wartsila Helsinki Shipyard, Finland (#470)','Forship Spa','Corsica Ferries / Sardinia Ferries','168,03 m / 168,45 m / 171,5 m','27,64 m','6,7 m','34.417 / 34.694','4 * Wärtsilä-Pielstick 12PC-6V','Italy','-'
'M/F Pascal Lota','2008 ','Fincantieri, Italy (#P8367)','Forship Spa','Corsica Ferries / Sardinia Ferries','175,1 m','27,6 m','7,0 m','36.299','4 * Wärtsilä 12V46','Italy','Interior - Superstar http://www.ferry-site.dk/9365398.htm'
'M/F Sardinia Vera','1975 ','Reederei Bertram Rickmers GmbH & Cie., Germany (#381)','Forship Spa','Corsica Ferries / Sardinia Ferries','120,78 m','19,03 m','5,9 m','5.441 / 11.637 / 12.107','2 * MaK 12M551AK','Italy','-'
'M/F A Galeotta','2022 ','Visentini, Italy (#238)','Corsica Linea Sasu','Corsica linea','206 m','?','?','37.599','?','France','Delivery in 2022.'
'M/F A Nepita','2002 / 2004 / 2008 / 2020','Howaldtswerke-Deutsche Weft AG, Kiel, Germany (#360)','Maximaria Marine Co. Ltd.','Corsica linea','203,3 m','25,0 m','6,58 m','30.285 / 30.551','4 * Wärtsilä NSD 12 ZA V40S','France','-'
'M/F Danielle Casanova','2002 ','Fincantieri, Italy (#6081)','Robin de Malet Fiduciaire','Corsica linea','176 m','30,4 m','6,6 m','41.447','4 * Wärtsilä 9L46C','France','-'
'M/F Jean Nicoli','1998 ','Fosen Mek Verksteder A/S, Norway (#67)','Corsica Linea sasu','Corsica linea','200,65 m','25,8 m','6,6 m','29.968','4 * B&W MAN 8L S8/64','France','-'
'M/F Mediterranee','1989 ','Chantiers de la Atlantique (ALSTHOM), France (#29)','Corsica Linea sasu','Corsica linea','165,54 m','29,4 m','6,4 m','30.985','4 * Pielstick 18PC2/6V400','France','-'
'M/F Monte D'oro','1991 ','ACH - Construction Navale, France (#280)','Corsica Linea sasu','Corsica linea','145,6 m','25,72 m','6,3 m','22.070','4 * Wärtsilä 12V32','France','-'
'M/F Paglia Orba','1994 / 2002','ACH - Construction Navale, France (#290)','Corsica Linea sasu','Corsica linea','165,8 m','29,02 m','6,63 m','29.718','4 * Wärtsilä 16V32DF','France','-'
'M/F Pascal Paoli','2003 ','Van der Giessen-de Noord, Netherlands (#988)','Robin de Malet Fiduciaire','Corsica linea','176,0 m','30,5 m','7,5 m','35.760','4 * Wärtsilä 9L46','France','-'
'M/F Vizzavona','1999 / 2017','Puerto Real shipyard, Spain (#79)','Grimaldi Euromed S.p.a.','Corsica linea','188,3 m','28,7 m','6,2 m','29.841 / 30.144','4 * Sulzer 8ZAL40S','France','-'
'M/F Amilcar','2000 ','Flensburger Schiffsbau Ges., Flensburg, Germany ','CoTuNav','CoTuNav (Tunisia ferries)','193,0 m','26,0 m','7,4 m','22.900','2 * MaK 9M43','Tunisia','-'
'M/F Carthage','1999 ','Fosen Mek Verksteder A/S, Norway','CoTuNav','CoTuNav (Tunisia ferries)','180,0 m','27,5 m','6,5 m','31.647','4 * Sulzer 12ZAV40S','Tunisia','-'
'M/F Elyssa','2000 ','Flensburger Schiffsbau Ges., Flensburg, Germany (#712)','CoTuNav','CoTuNav (Tunisia ferries)','193,0 m','26,0 m','7,4 m','22.900','2 * MaK 9M43','Tunisia','-'
'M/F Leevsten','2019 ','Flensburger Schiffbau-Gesellschaft, Germany (#780)','SY RoRo 3 Pte. Ltd','CoTuNav (Tunisia ferries)','209,79 m','26,0 m','6,45 m','32.887','2 * MAN 8L48/60 CR','Malta','-'
'M/F Salammbo','1997 ','Seebeckwerft AG (SSW), Germany (#1094)','Compagnie Tunisienne de Navigation S.A.','CoTuNav (Tunisia ferries)','161,5 m','25,8 m','6,2 m','17.907','4 * Sulzer 6ZAL40 S','Tunisia','-'
'M/F Severine','2012 ','Kyokuyo Shipyard, Japan (#501)','Cadena RoRo SA','CoTuNav (Tunisia ferries)','152,0 m','22,0 m','5,4 m','16.342','1 * Wärtsilä 12V32','Malta','-'
'M/F Tanit','2012 ','Daewoo Shipbuilding & Heavy Machinery Ltd, South Korea (#7511)','Cotunav','CoTuNav (Tunisia ferries)','212,0 m','30,0 m','7,2 m','52.645','4 * MAN','Tunisia','-'
'M/F Ulysse','1997 ','Seebeckwerft AG (SSW), Germany (#1093)','Compagnie Tunisienne de Navigation S.A.','CoTuNav (Tunisia ferries)','161,5 m','25,8 m','6,2 m','17.907','4 * Sulzer 6ZAL40 S','Tunisia','-'
'M/F Anna Mur','1983 ','Henry Robb Caledon Yard, Leith, United Kingdom (#535)','Delcomar Srl.','Delcomar','77,05 m','17,22 m','2,48 m','2.121','3 * MAN H&W 6ASL 25/30','Italy','-'
'M/F Arbatax','1966 ','Navalmeccanica Cant. Nav., Italy (#642)','Delcomar Srl','Delcomar','49,0 m','10,04 m','3,07 m','494','2 * Ansaldo','Italy','-'
'M/F Enzo D','2001 ','? ','Delcomar Srl','Delcomar','75,8 m','16,38 m','3,2 m','980','?','Italy','-'
'M/F Eolo','1971 ','? ','Delcomar srl','Delcomar','54,39 m','9 m','2,7 m','434','?','Italy','-'
'M/F GB Conte','1983 ','Henry Robb Caledon Yard, Leith, United Kingdom (#534)','Delcomar Srl','Delcomar','76,1 m','16,82 m','2,48 m','2.036 / 2.121','3 * H&F-MAN','Italy','-'
'M/F Isola di Caprera','1986 ','Nuovi Cantieri Apunia, Italy (#1125)','Delcomar Srl','Delcomar','73,41 m','15,82 m','3,26 m','1.342','2 * Fiat','Italy','-'
'M/F Isola di S.Stefano','1992 ','Fincantieri-Cant. Nav, Italy (#5916)','Delcomar Srl','Delcomar','73,40 m','15,80 m','4,90 m','1.312','2 * GMT','Italy','-'
'M/F Luigi Biggio','1966 ','Navalmeccanica Cant. Nav., Italy (#641)','Delcomar Srl','Delcomar','49,0 m','10,04 m','3,07 m','494','2 * Ansaldo','Italy','-'
'M/F Sara D','1974 ','? ','Delcomar Srl','Delcomar','60,59 m','11,67 m','2,99 m','496','?','Italy','-'
'M/F St Cecilia','1987 ','Cochrane Yard, United Kingdom (#135)','Delcomar Srl','Delcomar','80,0 m','16,8 m','2,4 m','2.968','3 * Harland & Wolff-MAN','Italy','-'
'M/F Drotten','2003 ','Guangzhou Shipyard International Co. Ltd, China (#30005)','Gotland Rederi AB','Hansa Destinations','195,8 m','25,0 m','6,6 m','29.746','4 * Wärtsilä 12V46C','Sweden','-'
'M/F Gotland','2019 ','Guangzhou Shipyard International Co. Ltd, China (#1412002)','Rederi AB Gotland','Destination Gotland','199,99 m','25,86 m','6,4 m','32.447','4 * Wärtsilä 50DF','Sweden','-'
'HSC Gotlandia','1999 ','Alstom Leroux Naval, France (#822)','Gotland Rederi AB','Destination Gotland','112,5 m','15,7 m','2,55 m','5.632','4 * Ruston 20RK270','Sweden','-'
'HSC Gotlandia II','2006 ','Fincantieri, Italy (#6128)','Gotland Rederi AB','Destination Gotland','122,2 m','16,65 m','3,33 m','6.554','4 * MAN B&W 20RK280','Sweden','-'
'M/F Visby','2018 ','Guangzhou Shipyard International Co. Ltd, China (#14121001)','Rederi Othem Ab','Destination Gotland','199,99 m','25,2 m','6,4 m','32.447','4 * Wärtsilä 50DF','Sweden','-'
'M/F Ark Dania','2014 ','P+S Werften GmbH, Germany (#501)','DFDS A/S','DFDS','195,2 m','30,5 m','6,5 m','33.313','2 * MAN 8S40ME-B9','Denmark','-'
'M/F Ark Futura','1996 ','Cantiere Navale 'Visentini' S.A.S. di Visentini Francesco & C., Italy (#179)','DFDS A/S','DFDS','183,1 m','25,2 m','7,8 m','18.469 / 18.725','1 * MAN B&W 8L 58/64','Denmark','-'
'M/F Ark Germania','2014 ','P+S Werften GmbH, Germany (#500)','DFDS A/S','DFDS','195,2 m','30,5 m','6,5 m','33.313','2 * MAN 8S40ME-B9','Denmark','-'
'M/F Artemis Seaways','2005 ','Flensburger Schiffbau-Gesellschaft mbh & Co, Germany (#727)','DFDS Denizcilik ve Tasimacilik','DFDS','193,0 m','26,0 m','7,0 m','29.004','2 * MaK 9M43','Turkey','-'
'M/F Aspendos Seaways','2005 ','Flensburger Schiffbau-Gesellschaft mbh & Co, Germany (#728)','DFDS Denizcilik ve Tasimacilik','DFDS','193,0 m','26,0 m','7,0 m','29.004','2 * MaK 9M43','Turkey','-'
'M/F Assos Seaways','2005 ','Flensburger Schiffbau-Gesellschaft mbh & Co, Germany (#726)','DFDS Denizcilik ve Tasimacilik','DFDS','193,0 m','26,0 m','7,0 m','29.060','2 * MaK 9M43','Turkey','-'
'M/F Athena Seaways','2007 / 2010','Nuovi Canterie Apuani, Italy (#1237)','DFDS Seaways AB-Lithuania','DFDS','199,14 m','26,6 m','6,4 m','26.141','2 * Wärtsilä 12V46','Lithuania','-'
'M/F Aura Seaways','2021 ','Guangzhou Shipyard International, China (#18121009)','DFDS A/S','DFDS','230,31 m','31,60 m','7,0 m','56.043','4 * Wärtsilä W6L46','Denmark','-'
'M/F Begonia Seaways','2004 / 2009','Flensburger Schiffsbau-Gesellschaft, Germany (#723)','DFDS Seaways AB','DFDS','199,8 m / 230,0 m','26,5 m','7,35 m','32.289 / 37.939','1 * MAN Burmeister & Wain 9L60 MC-C','Denmark','-'
'M/F Belgia Seaways','2000 ','Flender Werft Aktiengesellschaft, Germany (#677)','DFDS Seaways AB-Lithuania','DFDS','183,29 m','25,2 m','7,5 m','21.005','1 * Sulzer 7RTA52 U','Lithuania','-'
'M/F Botnia Seaways','2000 ','Jinling Shipyard, China (#701)','DFDS Seaways AB-Lithuania','DFDS','162,58 m','20,62 m','6,6 m','11.530','1 * MAN-B&W 12V48/60','Lithuania','-'
'M/F Britannia Seaways','2000 / 2014','Fincantieri-Cantieri Navali Italiani S.p.A., Italy (#6022)','DFDS A/S','DFDS','197,5 m','26,0 m','7,5 m','24.196 / 24.613','2 * Wärtsilä New Sulzer 9ZA 50 S','Denmark','-'
'M/F Cappadocia Seaways','2002 ','Flensburger Schiffsbau Ges., Flensburg, Germany ','DFDS Denizcilik ve Tasimacilik','DFDS','193,0 m','26,0 m','5,7 m','26.469','2 * MaK 9M43','Turkey','-'
'M/F Côte d' Albatre','2006 ','HJ Barreras, Spain (#1645)','DFDS Seaways SAS','DFDS','142,96 m','24,2 m','5,88 m','18.564 / 18.940','2 * Wärtsilä 8L46C','France','Interior - Côte d' Albatre http://www.ferry-site.dk/9320128.htm'
'M/F Côte des Dunes','2001 ','Aker Finnyards, Finland (#437)','Dunes Bail SNC','DFDS','185,0 m','27,7 m','6,5 m','33.796','2 * Wärtsilä WNSD8L46B + 2 * Wärtsilä WNSD12V46B','France','Interior - Rodin http://www.ferry-site.dk/9232527.htm'
'M/F Côte des Flandres','2005 ','Chantiers de l’Atlantique, France (#32)','Flandres Bail SNC','DFDS','185,82 m','27,7 m','6,5 m','33.940','4 * Wärtsilä 8L/12V 46B','France','Interior - Berlioz http://www.ferry-site.dk/9305843.htm'
'M/F Côte d’ Opale','2021 ','CMI Jinling Weihai Shipyard, China (#W0268)','Stena RoRo Ab','DFDS','214,5 m','27,8 m','6,4 m','42.000','2 * Caterpillar MaK 12VM43C','France','-'
'M/F Crown Seaways','1994 ','Brodogradiliste Split, Split (#373)','DFDS A/S','DFDS','169,4 m / 171,32 m','27,6 m','6,35 m','35.285 / 35.498','4 * Pielstick 12PC26V-400e','Denmark','Interior - Crown of Scandinavia http://www.ferry-site.dk/8917613.htm'
'M/F Dardanelles Seaways','2006 ','Flensburger Schiffbau-Gesellschaft mbh & Co, Germany (#729)','DFDS Denizcilik ve Tasimacilik','DFDS','193,0 m','26,0 m','7,0 m','29.060','2 * MaK 9M43','Turkey','-'
'M/F Delft Seaways','2006 ','Samsung Shipbuilding & Heavy Industries, South Korea (#1524)','DFDS A/S','DFDS','186,65 m','28,4 m','6,75 m','35.923','4 * B&W MAN 8L48/60B','United Kingdom','-'
'M/F Dover Seaways','2006 ','Samsung Shipbuilding & Heavy Industries, South Korea (#1574)','DFDS A/S','DFDS','186,65 m','28,4 m','6,75 m','35.923','4 * B&W MAN 8L48/60B','United Kingdom','-'
'M/F Dunkerque Seaways','2005 ','Samsung Shipbuilding & Heavy Industries, South Korea (#1523)','DFDS A/S','DFDS','186,65 m','28,4 m','6,75 m','35.923','4 * B&W MAN 8L48/60B','United Kingdom','-'
'M/F Eliana Marino','2001 ','J.J. Sietas KG Schiffswerft GmbH & Co., Germany (#1145)','Louise Russ Maritime Ltd-IOM','DFDS','174,0 m','25,0 m','6,7 m','18.265','2 * Wärtsilä 9M43','Italy','-'
'M/F Ephesus Seaways','2019 ','Jinling Shipyard, China (#JLZ9160408)','DFDS Denizcilik ve Tasimacilik','DFDS','237,4 m','33,0 m','7,0 m','55780','2 * MAN 8S50ME-C','Turkey','-'
'M/F Fadiq','2018 ','Flensburger Schiffbau-Gesellschaft, Germany (#770)','FSG RoRo Carries Ltd.','DFDS','209,79 m','26,0 m','6,45 m','32.770','2 * MAN 8L48/60 CR','Turkey','-'
'M/F Ficaria Seaways','2006 / 2009','Flensburger Schiffsbau-Gesellschaft, Germany (#730)','DFDS A/S','DFDS','199,8 m / 229,8 m','26,5 m','7,35 m','32.289 / 37.939','1 * MAN Burmeister & Wain 9L60 MC-C','Denmark','-'
'M/F Finlandia Seaways','2000 ','Jinling Shipyard, China (#702)','DFDS A/S','162,58 m','20,62 m','6,6 m','11.530','1 * MAN-B&W 12V48/60','Denmark','-'
'M/F Flandria Seaways','2020 ','Jinling Shipyard, China (#JLZ9160412)','DFDS A/S','DFDS','237,4 m','33,0 m','7,0 m','60.500','2 * MAN 8S50ME-C','Denmark','-'
'M/F Freesia Seaways','2004 / 2009','Flensburger Schiffsbau-Gesellschaft, Germany (#725)','DFDS Seaways AB','DFDS','199,8 m / 229,8 m','26,5 m','7,35 m','32.289 / 37.939','1 * MAN Burmeister & Wain 9L60 MC-C','Denmark','-'
'M/F Galata Seaways','2010 / 2019','Flensburger Schiffbau-Gesellschaft mbh & Co, Germany (#750)','DFDS Denizcilik ve Tasimacilik','DFDS','193,0 m / 223,3 m','26,0 m','7,0 m','29.004 / 34.215','2 * MaK 9M43C','Turkey','-'
'M/F Gallipoli Seaways','2001 ','Flensburger Schiffsbau Ges., Flensburg, Germany (#713)','DFDS Denizcilik ve Tasimacilik','DFDS','193,0 m','26,0 m','7,4 m','26.469','2 * MaK 9M43','Turkey','-'
'M/F Gardenia Seaways','2017 ','Flensburger Schiffbau-Gesellschaft, Germany (#772)','RoRo Carries 2 Ltd.','DFDS','209,60 m','26,0 m','6,8 m','32.336','2 * MAN 8L48/60 CR','Lithuania','-'
'M/F Hollandia Seaways','2019 ','Jinling Shipyard, China (#JLZ9160410)','DFDS A/S','DFDS','237,41 m','33,01 m','7,0 m','60.465','2 * MAN 8S50ME-C','Denmark','-'
'M/F Humbria Seaways','2020 ','Jinling Shipyard, China (#JLZ9160411)','DFDS A/S','DFDS','237,4 m','33,0 m','7,0 m','60.465','2 * MAN 8S50ME-C','Denmark','-'
'M/F Kerry','2001 ','Cantiere Navale 'Visentini' S.A.S. di Visentini Francesco & C., Italy (#196)','Stena RoRo Navigation Ltd','DFDS','186,50 m','25,6 m','6,5 m','24.418','2 * MAN/B&W 9L48/6','Cyprus','-'
'M/F King Seaways','1987 / 1993','Schichau Seebeckswerft AG, Bremerhaven, Germany (#1059)','DFDS A/S','DFDS','161,6 m','27,6 m','6,22 m','31.360 / 31.788','4 * MaK 8M552','Denmark','-'
'M/F Luna Seaways','2022 ','Guangzhou Shipyard International, China (#18121010)','DFDS A/S','DFDS','230,0 m','31,60 m','7,0 m','54.900','4 * Wärtsilä W6L46','Denmark','Delivery in 2022.'
'M/F Magnolia Seaways','2003 / 2013','Flensburger Schiffsbau-Gesellschaft, Germany (#721)','DFDS Seaways AB','DFDS','199,8 m','26,5 m','7,35 m','32.289 / 32.523','1 * MAN Burmeister & Wain 9L60 MC-C','Denmark','-'
'M/F Maxine','2000 ','Flender Werft, Germany (#678)','Shiplux VIII SA','DFDS','183,29 m','25,2 m','7,5 m','21.005','1 * Sulzer 7RTA52 U','Isle of Man','-'
'M/F Myra Seaways','2008 / 2019','Flensburger Schiffbau-Gesellschaft mbh & Co, Germany (#749)','DFDS Denizcilik ve Tasimacilik','DFDS','193,0 m / 223,3 m','26,0 m','7,0 m','29.004 / 34.236','2 * MaK 9M43C','Turkey','-'
'M/F Olympos Seaways','2002 ','Flensburger Schiffsbau Ges., Flensburg, Germany (#716)','DFDS Denizcilik ve Tasimacilik','DFDS','193,0 m','26,0 m','5,7 m','26.469','2 * MaK 9M43','Turkey','-'
'M/F Optima Seaways','1999 ','Visentini, Italy (#1166)','DFDS Seaways AB-Lithuania','DFDS','186,25 m','25,6 m','6,5 m','25.206 / 25.263','2 * MAN/B&W 9L48/60','Lithuania','-'
'M/F Paqize','2010 ','Odense Staalskibsværft A/S, Denmark (#221)','Alternative Tasimacilik AS','DFDS','193,0 m','26,0 m','6,5 m','29.429','2 * MaK 9M43','Turkey','-'
'M/F Patria Seaways','1992 / 2001','Fosen Mekaniske Verksteder AS, Norway (#51)','DFDS Seaways AB-Lithuania','DFDS','154,0 m','24,0 m','5,5 m','18.332','2 * Wärtsilä Sulzer 8ZA40S','Lithuania','-'
'M/F Pearl Seaways','1989 / 1993 / 2001','Wärtsilä Marine, Åbo, Finland (#1297)','DFDS A/S','DFDS','176,8 m / 178,40 m','29,61 m','6,0 m / 6,1 m','40.012 / 40.039 / 40.231','4 * Wärtsilä-Sulzer 9ZAL40s','Denmark','-'
'M/F Pergamon Seaways','2013 ','Flensburger Schiffbau-Gesellschaft, Germany ','DFDS Denizcilik ve Tasimacilik','DFDS','208,20 m','26 m','?','31.540','2 * MAN','Turkey','-'
'M/F Petunia Seaways','2003 ','Flensburger Schiffsbau-Gesellschaft, Germany (#722)','DFDS A/S','DFDS','199,8 m','26,5 m','7,35 m','32.289','1 * MAN Burmeister & Wain 9L60 MC-C','Denmark','-'
'M/F Primula Seaways','2004 / 2016','Flensburger Schiffsbau-Gesellschaft, Germany (#724)','DFDS A/S','DFDS','199,8 m / 229,8 m','26,5 m','7,35 m','32.289 / 37.985','1 * MAN Burmeister & Wain 9L60 MC-C','Denmark','-'
'M/F Princess Seaways','1986 ','Seebeckwerft AG, Bremerhaven, Germany (#1058)','DFDS A/S','DFDS','161,52 m','27,6 m','6,22 m','31.356','4 * Krupp MAK 8M552','Denmark','Interior - Princess of Norway http://www.ferry-site.dk/8502391.htm'
'M/F Regina Seaways','2010 ','Nuovi Canterie Apuani, Italy (#1244)','Grimaldi Holding','DFDS','199,14 m','26,6 m','6,4 m','25.666','2 * Wärtsilä 12V46','Lithuania','-'
'M/F Scandia Seaways','2021 ','Jinling Shipyard, China (#JLZ9160413)','DFDS A/S','DFDS','237,4 m','33,0 m','7,0 m','60.500','2 * MAN 8S50ME-C','Denmark','-'
'M/F Selandia Seaways','1998 / 2013','Fincantieri-Cantieri Navali Italiani S.p.A., Italy (#6020)','DFDS Seaways AB','DFDS','197,5 m','26,0 m','7,5 m','24.196 / 24.803','2 * Wärtsilä New Sulzer 9ZA 50 S','Denmark','-'
'M/F Seven Sisters','2006 ','HJ Barreras, Spain (#1646)','DFDS Seaways SAS','DFDS','142,71 m','24,2 m','5,89 m','18.940','2 * Wärtsilä 8L46C','France','-'
'M/F Sirena Seaways','2002 / 2003','Szczecin Shipyard, Poland (#B591-I/2)','DFDS Logostics Rederi AS','DFDS','199,4 m','25,6 m','6,08 m','20.600 / 22.382','2 * Wärtsilä 9L46C','Lithuania','Interior - Sirena Seaways http://www.ferry-site.dk/9212163.htm'
'M/F Suecia Seaways','1999 / 2014','Fincantieri-Cantieri Navali Italiani S.p.A., Italy (#6021)','DFDS A/S','DFDS','197,5 m','26,0 m','7,5 m','24.196 / 24.613','2 * Wärtsilä New Sulzer 9ZA 50 S','Denmark','-'
'M/F Sumela Seaways','2008 / 2018','Flensburger Schiffbau-Gesellschaft mbh & Co, Germany (#737)','DFDS Denizcilik ve Tasimacilik','DFDS','193,0 m / 223,3 m','26,0 m','7,0 m','29.004 / 34.236','2 * MaK 9M43C','Turkey','-'
'M/F Super-Fast Baleares','2010 ','Navantia S.A. Astilleros San Fernando, Spain (#C-510)','Maritime Global Operator Ltd.','DFDS','209,43 m','26,5 m','7,1 m','30.998','4 * MAN 9L48/60 B','Spain','-'
'M/F Super-Fast Levante','2001 ','Union Naval Levante, Spain (#280)','Maritime Global Operator Ltd.','DFDS','158,0 m','25,2 m','6,5 m','17.391','Wärtsliä','Spain','-'
'M/F Transporter','1991 ','Fosen Mekaniske Verksted, Norway ','Eckerö Shipping Ab Ltd','DFDS','122,0 m','19,0 m','6,16 m','6.620','1 * Wärtsilä-Vasa 16V32D','Finland','-'
'M/F Troy Seaways','2019 ','Jinling Shipyard, China (#JLZ9160409)','DFDS Denizcilik ve Tasimacilik','DFDS','237,4 m','33,0 m','7,0 m','55.780','2 * MAN 8S50ME-C','Turkey','-'
'M/F Tulipa Seaways','2017 ','Flensburger Schiffbau-Gesellschaft, Germany (#773)','RoRo Carries 3 Ltd.','DFDS','209,60 m','26,0 m','6,8 m','32.336','2 * MAN 8L48/60 CR','Lithuania','-'
'M/F Victoria Seaways','2009 ','Nuovi Canterie Apuani, Italy (#1241)','DFDS Seaways AB-Lithuania','DFDS','199,14 m','26,6 m','6,4 m','25.058 / 25.675','2 * Wärtsilä 12V46','Lithuania','-'
'M/F Visby','2003 ','Guangzhou Shipyard International Co. Ltd, China (#30004)','Gotland Rederi AB','DFDS','195,8 m','25,0 m','6,4 m','29.746','4 * Wärtsilä 12V46C','Malta','Will be renamed "Visborg" in 2022.'
'M/F Zeugma Seaways','2008 / 2017','Flensburger Schiffbau-Gesellschaft mbh & Co, Germany (#736)','DFDS Denizcilik ve Tasimacilik','DFDS','193,0 m / 223,3 m','26,0 m','7,0 m','29.004 / 34.236','2 * MaK 9M43C','Turkey','-'
'M/F Finlandia','2001 / 2012','Daewoo Yard, South Korea (#7506)','Rederiaktiebolaget Eckerö','Eckerö Line','174,99 m','27,6 m','7,0 m','36.093 / 36.365','4 * Wärtsilä 12V46','Finland','-'
'M/F Eckerö','1979 / 2006','Aalborg Værft A/S, Denmark (#222)','Rederi Ab Eckerö','Eckerö Linjen','121,19 m','21,5 m / 24,5 m','5,25 m','12.131 / 12.358','4 * B&W/Alpha 16U28LU-VO (1979-2012)','Sweden','-'
'M/F Egholm','1972 ','Nykøbing Mors Skibsværft, Denmark ','Aalborg Kommune','Egholmfærgen','14,33 m','5,27 m','1,71 m','20','2 * Valmet 620 DM','Denmark','-'
'M/F Egholm II','1963 / 2011','Gebr. Schürenstedt KG, Boots u Schiffswerft, Germany (#1284)','Aalborg Kommune','Egholmfærgen','23,9 m','9,75 m','1,85 m','99','2 * Scania D112','Denmark','-'
'M/F Endelave','1996 ','EOS Værft, Denmark (#67)','Horsens Kommune','Endelave Færgefart','48,5 m','11,4 m','2,78 m','1.140','2 * Catarpillar 3508 TA-8V','Denmark','-'
'M/F Fenja','1998 ','Morsø værft A/S, Denmark (#202)','Molslinjen A/S','Fanølinjen','49,9 m','13,8 m','2,3 m','751','2 * Mitsubishi (1998-2003)','Denmark','-'
'M/F Grotte','2021 ','Hvide Sande Shipyard, Denmark (#145)','Molslinjen A/S','Fanølinjen','49,9 m','13,8 m','2,3 m','925','? + Battery','Denmark','-'
'M/F Menja','1998 ','Morsø værft A/S, Denmark (#203)','Molslinjen A/S','Fanølinjen','49,9 m','13,8 m','2,3 m','751','2 * Mitsubishi (1998-2003)','Denmark','Interior - Menja http://www.ferry-site.dk/9189380.htm'
'M/F Ekaterini P','1990 ','Shin Kurushima Dockyard Co., Japan (#2681)','Hellenic Flame Fast Ferries','Fast Ferries','116,5 m','18,0 m','4,5 m','2.933 / 3.250','2 * MaK 8M32C (2020-)
','Greece','-'
'M/F Fast Ferries Andros','1989 / 2003','Fukuoka Shipbuilding Co. Ltd., Japan (#1152)','Andros Fast Ferries Maritime','Fast Ferries','114,7 m','20,2 m','4,9 m','3.611 / 4.682','2 * Pielstick 9PC2-6L','Greece','-'
'M/F Theologos P','2000 ','Yamanishi, Japan (#1018)','Cyclades Fast Ferries Maritime','Fast Ferries','118,14 m','21,0 m','4,7 m','3.227','2 * Niigata 9PC2-6L','Greece','-'
'HSC Thunder','1998 ','Austal Ships, Australia ','Thunder Fast Ferries Maritime','Fast Ferries','86,6 m','24,0 m','3,2 m','5.992','MTU','Greece','-'
'M/F Finbo Cargo','2000 ','Astilleros Espanoles S.A. (AESA), Spain (#290)','Rederiaktiebolaget Eckerö','Finbo Cargo','179,95 m','25,0 m','6,5 m','24.046 / 22.152','4 * Wärtsilä 9L38','Finland','-'
'M/F Eurocargo Savona','2011 ','Odense Staalskibsværft A/S, Denmark (#220)','Malta Motorways of the Sea Ltd.','Finnlines','193,0 m','26,0 m','6,5 m','29.429','2 * MaK 9M43','Malta','-'
'M/F Finnbreeze','2011 ','Jinling Shipyard, China (#70438)','Finnlines Luxemburg SA','Finnlines','187,1 m','26,5 m','6,8 m','28.002','2 * Wärtsilä W8L46F','Finland','-'
'M/F Finneco I','2021 ','Nanjing Jinling Shipyard, China (#JLZ8180407)','Finnlines PLC','Finnlines','238,0 m','34,0 m','7,2 m','?','2 * MAN 9S50ME-C9.6 Tier II-compliant','Finland','Delivery in 2021.'
'M/F Finneco II','2021 ','Nanjing Jinling Shipyard, China (#JLZ8180408)','Finnlines PLC','Finnlines','238,0 m','34,0 m','7,2 m','?','2 * MAN 9S50ME-C9.6 Tier II-compliant','Finland','Delivery in 2021.'
'M/F Finneco III','2022 ','Nanjing Jinling Shipyard, China (#JLZ8180409)','Finnlines PLC','Finnlines','238,0 m','34,0 m','7,2 m','?','2 * MAN 9S50ME-C9.6 Tier II-compliant','Finland','Delivery in 2022.'
'M/F Finnhawk','2001 ','Jinling Shipyard, China (#704)','Finnlines plc','Finnlines','162,58 m','20,62 m','6,6 m','11.530','MAN-B&W 12V48/60','Finland','-'
'M/F Finnkraft','2000 ','Jinling Shipyard, China (#703)','Nordic Forest Terminals Ltd.','Finnlines','162,2 m','20,6 m','6,6 m','11.530','MAN-B&W 12V48/60','United Kingdom','-'
'M/F Finnlady','2007 ','Fincantieri, Ancona, Italy (#6133)','Finnlines Plc','Finnlines','218,0 m','30,5 m','7,0 m','42.000','4 * Wärtsilä 9L46D','Finland','-'
'M/F Finnmaid','2006 ','Fincantieri, Ancona, Italy (#6125)','Finnlines Plc','Finnlines','218,0 m','30,5 m','7,0 m','42.000','4 * Wärtsilä 9L46D','Finland','-'
'M/F Finnmerchant','2003 ','Flensburger Schiffsbau-Gesellschaft, Germany (#719)','Finnlines Plc','Finnlines','193,0 m','26,0 m','7,4 m','23.235','2 * MaK 9M43','Finland','-'
'M/F Finnmill','2002 ','Jinling Shipyard, China (#706)','Ro Ro I Mill Ab','Finnlines','187,1 m','26,5 m','6,8 m','25.654','2 * MAN-B&W 9L48/60','Sweden','-'
'M/F Finnpulp','2002 ','Jinling Shipyard, China (#705)','Ro Ro I Mill Ab','Finnlines','187,1 m','26,5 m','6,8 m','25.654','2 * MAN-B&W 9L48/60','Sweden','-'
